label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
Run,0.2260676771402359,0.9157076478004456,6.242490826480207e-07,0.30881956219673157,0.8760249614715576,-0.03798849135637283,0.38486605882644653,0.7570855021476746,-0.04293138161301613,0.438834011554718,0.6520145535469055,-0.044654425233602524,0.45804429054260254,0.5728282332420349,-0.04434225708246231,0.33873891830444336,0.5559298992156982,-0.0006337753729894757,0.3732825219631195,0.42199796438217163,-0.003745278576388955,0.3904061019420624,0.3374139368534088,-0.01293712854385376,0.40255236625671387,0.2672330439090729,-0.022009657695889473,0.2898355722427368,0.532079815864563,0.0055220709182322025,0.30219367146492004,0.38182663917541504,0.006826004944741726,0.3093891143798828,0.28624480962753296,-0.0031151098664849997,0.3132244646549225,0.21298226714134216,-0.012998268008232117,0.24290220439434052,0.5384904742240906,0.004897144623100758,0.24989479780197144,0.4004051089286804,0.00028766028117388487,0.2569640576839447,0.3115723431110382,-0.01315081026405096,0.26169493794441223,0.2339102327823639,-0.025166619569063187,0.1948235034942627,0.5665284395217896,-0.0006588405813090503,0.18811845779418945,0.46633481979370117,-0.012045066803693771,0.18307682871818542,0.3999919891357422,-0.021667789667844772,0.1813819706439972,0.3359057307243347,-0.02902824431657791
Run,0.22593963146209717,0.916129469871521,6.26325970642938e-07,0.30818819999694824,0.8757115006446838,-0.038660645484924316,0.38396671414375305,0.7589749097824097,-0.04421677440404892,0.43836164474487305,0.6541104316711426,-0.046542901545763016,0.4582456350326538,0.5727142691612244,-0.04680246114730835,0.3385298252105713,0.5559386014938354,-0.0006385001470334828,0.3731478750705719,0.421064555644989,-0.003951345570385456,0.3903611898422241,0.33621716499328613,-0.013300406746566296,0.40287595987319946,0.2655453085899353,-0.02240515686571598,0.2899022698402405,0.5322114825248718,0.005770587828010321,0.3024294376373291,0.3816615343093872,0.0071951099671423435,0.30961620807647705,0.28595292568206787,-0.0028146535623818636,0.31368324160575867,0.21256524324417114,-0.01277590449899435,0.24300672113895416,0.53877192735672,0.005287013947963715,0.2500078082084656,0.40024909377098083,0.0008329271804541349,0.257061243057251,0.3111412227153778,-0.012587977573275566,0.26191869378089905,0.23322740197181702,-0.02464323304593563,0.19499093294143677,0.5669209361076355,-0.00022078113397583365,0.18788990378379822,0.46662622690200806,-0.01145528070628643,0.18288114666938782,0.40025264024734497,-0.021036595106124878,0.1812334954738617,0.3360856771469116,-0.02837727777659893
Run,0.2248821258544922,0.9166425466537476,6.300652444224397e-07,0.30798619985580444,0.875288724899292,-0.03818381577730179,0.38405144214630127,0.7589243650436401,-0.04326750710606575,0.4386118948459625,0.6545814871788025,-0.04526016488671303,0.4583117365837097,0.5728998780250549,-0.04513181746006012,0.33821824193000793,0.5556415319442749,0.0017571153584867716,0.3727910816669464,0.4211808145046234,-0.00043412973172962666,0.3897969424724579,0.337083637714386,-0.009356374852359295,0.40217289328575134,0.2668095529079437,-0.01826244406402111,0.289467990398407,0.5322723984718323,0.00821303017437458,0.3020049035549164,0.38278070092201233,0.010905172675848007,0.30922970175743103,0.2877756953239441,0.0013310573995113373,0.31331121921539307,0.2149621546268463,-0.008443930186331272,0.24252082407474518,0.5389650464057922,0.007689977064728737,0.24940340220928192,0.401401162147522,0.004455902613699436,0.2565386891365051,0.31328606605529785,-0.008443910628557205,0.26136600971221924,0.23596879839897156,-0.02029292657971382,0.1945635974407196,0.5669798254966736,0.0020805096719413996,0.1876532882452011,0.46707871556282043,-0.008140947669744492,0.18283644318580627,0.40089651942253113,-0.017255576327443123,0.18134427070617676,0.3368681073188782,-0.024366671219468117
Run,0.22388190031051636,0.9160503149032593,6.297594836723874e-07,0.3070586323738098,0.8772321939468384,-0.03825170919299126,0.38305121660232544,0.7586122751235962,-0.04293271526694298,0.4378015100955963,0.6533681750297546,-0.04440544918179512,0.4568408131599426,0.5760824680328369,-0.043841954320669174,0.33791062235832214,0.5558909773826599,7.30018291505985e-05,0.37255266308784485,0.42063334584236145,-0.002331372583284974,0.39005246758461,0.3354686498641968,-0.010980036109685898,0.40275660157203674,0.26556771993637085,-0.019666152074933052,0.2885575294494629,0.5322285890579224,0.006550503429025412,0.3012634813785553,0.38143354654312134,0.008842351846396923,0.30878570675849915,0.2862583100795746,-0.0004366968641988933,0.3131885826587677,0.2137068510055542,-0.009899300523102283,0.24134641885757446,0.5387276411056519,0.006135167088359594,0.24821783602237701,0.40067580342292786,0.002347610192373395,0.25550973415374756,0.31156352162361145,-0.01084077637642622,0.2605164051055908,0.2338348925113678,-0.02281860262155533,0.1930561512708664,0.5666021108627319,0.0006694028852507472,0.1868283450603485,0.46682798862457275,-0.010224970988929272,0.1820138692855835,0.40043091773986816,-0.01982533000409603,0.1806679666042328,0.3363863229751587,-0.027270855382084846
Run,0.2218877673149109,0.9190948009490967,6.620676913371426e-07,0.3065597414970398,0.8797274827957153,-0.04041300714015961,0.3817380666732788,0.7638475298881531,-0.04609761759638786,0.4360676407814026,0.659153163433075,-0.04818284884095192,0.45453035831451416,0.5774728655815125,-0.04800307750701904,0.33489033579826355,0.5563998222351074,0.00010074080637423322,0.3692602515220642,0.42110714316368103,-0.001710711163468659,0.3874737024307251,0.3369711935520172,-0.010075964964926243,0.4007644057273865,0.26758620142936707,-0.018326522782444954,0.28545892238616943,0.5329042673110962,0.008067838847637177,0.2987307012081146,0.38239866495132446,0.011811201460659504,0.3059290945529938,0.2870257496833801,0.0036765472032129765,0.3099716901779175,0.21447518467903137,-0.004845131188631058,0.238096684217453,0.5395593643188477,0.008776597678661346,0.24529501795768738,0.4008327126502991,0.006505210883915424,0.2522416114807129,0.3108554184436798,-0.005723180249333382,0.25684788823127747,0.23242667317390442,-0.017001593485474586,0.18968217074871063,0.5678756833076477,0.0041252137161791325,0.18402302265167236,0.46727925539016724,-0.005427076946943998,0.17903614044189453,0.400240421295166,-0.014333204366266727,0.17743538320064545,0.3362523019313812,-0.02120356820523739
Run,0.22208301723003387,0.9219549894332886,6.436928856601298e-07,0.3057378828525543,0.881263792514801,-0.03883010521531105,0.38126659393310547,0.766650915145874,-0.044177282601594925,0.4365233778953552,0.6623375415802002,-0.046349842101335526,0.4549727737903595,0.5792107582092285,-0.0464077852666378,0.33421874046325684,0.5581032633781433,0.0015846820315346122,0.36853671073913574,0.4219723045825958,-0.0007282135193236172,0.3862678110599518,0.33771857619285583,-0.01013894286006689,0.3993445038795471,0.2670759856700897,-0.019458627328276634,0.28511717915534973,0.5356341004371643,0.008194825612008572,0.29802000522613525,0.3844622075557709,0.01063250657171011,0.3054521679878235,0.28819969296455383,0.0002405680570518598,0.30953583121299744,0.214115709066391,-0.010292824357748032,0.23781932890415192,0.5432038307189941,0.007745265960693359,0.24491772055625916,0.4036540389060974,0.004150941502302885,0.2520144283771515,0.3134644627571106,-0.01005398016422987,0.256673127412796,0.23453718423843384,-0.022917291149497032,0.18983682990074158,0.571925163269043,0.0021955654956400394,0.18333172798156738,0.4698956608772278,-0.00839296169579029,0.17838257551193237,0.4022930860519409,-0.018306704238057137,0.17683039605617523,0.33713144063949585,-0.02617190219461918
Run,0.22086453437805176,0.9244285821914673,6.770345635231934e-07,0.3046169877052307,0.884320855140686,-0.03974709287285805,0.3801814317703247,0.7678024768829346,-0.04560912400484085,0.4367310404777527,0.6629228591918945,-0.048216260969638824,0.4555964767932892,0.5793459415435791,-0.048570092767477036,0.3342399001121521,0.559560239315033,0.0017894018674269319,0.36878523230552673,0.42296332120895386,0.0003512135590426624,0.38661739230155945,0.33704662322998047,-0.008155230432748795,0.39945387840270996,0.2664386034011841,-0.016767635941505432,0.2844409942626953,0.5363109707832336,0.008848907425999641,0.2972734570503235,0.384133517742157,0.012729298323392868,0.3049076199531555,0.28745558857917786,0.003832857124507427,0.3095799684524536,0.21331745386123657,-0.005511913914233446,0.23671212792396545,0.5432837009429932,0.008667383342981339,0.24348682165145874,0.4035806953907013,0.006349256727844477,0.25104397535324097,0.3132484555244446,-0.006508831866085529,0.2561502754688263,0.2346227765083313,-0.018457286059856415,0.18857339024543762,0.5717623829841614,0.0031507692765444517,0.1819297969341278,0.47039008140563965,-0.006760676857084036,0.1767774224281311,0.40284067392349243,-0.016077416017651558,0.17529161274433136,0.3382090628147125,-0.02338765189051628
Run,0.21962369978427887,0.9238666296005249,6.759477173545747e-07,0.30370402336120605,0.8841378092765808,-0.040032532066106796,0.37976592779159546,0.7666662931442261,-0.045579943805933,0.4360158443450928,0.6622332334518433,-0.047770921140909195,0.4549686908721924,0.5792340636253357,-0.047667764127254486,0.33344751596450806,0.5585423111915588,0.0012551008258014917,0.36818599700927734,0.4221004247665405,-0.00027945960755459964,0.3863471746444702,0.3358653783798218,-0.008378428407013416,0.3995073437690735,0.2656461000442505,-0.016544634476304054,0.2835302948951721,0.5354852676391602,0.008415200747549534,0.2964605391025543,0.38268595933914185,0.012279854156076908,0.30411863327026367,0.2852388322353363,0.004158991854637861,0.3085941970348358,0.21110543608665466,-0.004455071408301592,0.23575459420681,0.5427684187889099,0.008190179243683815,0.24289487302303314,0.40273183584213257,0.005497172474861145,0.25058120489120483,0.3123200833797455,-0.0070374952629208565,0.2556965947151184,0.23344740271568298,-0.01856320910155773,0.18742889165878296,0.5707527995109558,0.00258736708201468,0.1811046600341797,0.46957558393478394,-0.007956364192068577,0.1761246770620346,0.40236347913742065,-0.017531204968690872,0.1748805195093155,0.33733969926834106,-0.024866534397006035
Run,0.21936891973018646,0.9243004322052002,6.798162530685659e-07,0.3034842312335968,0.8835229873657227,-0.040418487042188644,0.3793123960494995,0.7681597471237183,-0.0468086414039135,0.4362819492816925,0.663539707660675,-0.04996156319975853,0.45443999767303467,0.5777648091316223,-0.050980910658836365,0.3333112597465515,0.5586304068565369,0.0008984770392999053,0.36759352684020996,0.4214681386947632,-0.0010535740293562412,0.3856903910636902,0.3351607024669647,-0.009704859927296638,0.3988058567047119,0.2645968198776245,-0.01833394169807434,0.2832035720348358,0.5357168316841125,0.007955699227750301,0.29579442739486694,0.38284146785736084,0.011448117904365063,0.3028688132762909,0.28559190034866333,0.0025617037899792194,0.3071729838848114,0.2109186351299286,-0.006766116246581078,0.2350843846797943,0.543008029460907,0.007646059151738882,0.2421865463256836,0.40232837200164795,0.004895531572401524,0.2494359165430069,0.3112022280693054,-0.008035896345973015,0.2543138861656189,0.23165911436080933,-0.02006622590124607,0.18646469712257385,0.571692943572998,0.0019283443689346313,0.1802758276462555,0.4700799286365509,-0.008521323092281818,0.17530545592308044,0.4022134840488434,-0.01812467910349369,0.1739709973335266,0.33691954612731934,-0.02565479651093483
Run,0.21866962313652039,0.9247356057167053,6.833811880824214e-07,0.3028235137462616,0.8849007487297058,-0.04080003499984741,0.37888485193252563,0.7687104940414429,-0.04701932519674301,0.4356060028076172,0.6636483669281006,-0.04983028769493103,0.4541754126548767,0.5783634781837463,-0.05039139464497566,0.33267390727996826,0.5590072274208069,0.00047180679393932223,0.3673028349876404,0.421877920627594,-0.0014435594202950597,0.38554850220680237,0.3353159427642822,-0.009826972149312496,0.3986663222312927,0.2648567259311676,-0.0181148499250412,0.2825741767883301,0.5356262922286987,0.007924697361886501,0.29571229219436646,0.3825191855430603,0.011596794240176678,0.30303534865379333,0.2850256860256195,0.0032511064782738686,0.3071667551994324,0.21060851216316223,-0.005474180448800325,0.2345697283744812,0.5427013635635376,0.007976122200489044,0.2419014573097229,0.4017499089241028,0.005313168279826641,0.24933190643787384,0.3104820251464844,-0.007223568391054869,0.2540958821773529,0.2312081754207611,-0.018760450184345245,0.1858898550271988,0.5712966322898865,0.0025902867782860994,0.17961174249649048,0.4697001576423645,-0.007797353435307741,0.17472189664840698,0.40189823508262634,-0.017200203612446785,0.17331673204898834,0.3369678854942322,-0.024386005476117134
